Time Rate1 Rate2 Rate3 Rate4 Rate5 Rate6
53568.1 0 1 1 0 0 0
53568.2 0 1 0 0 0 0
53568.3 1 1 2 1 0 0
53568.4 0 1 0 2 0 0
53568.5 0 2 1 0 0 0
53568.6 2 1 0 0 0 0
53568.7 1 1 0 1 0 0
53568.8 0 0 0 0 0 0
53568.9 0 0 0 0 0 0
53569.0 0 1 0 0 0 0
53569.1 0 1 1 1 0 0
53569.2 0 1 0 0 0 0
53569.3 2 1 0 0 0 0
53569.4 0 0 0 1 0 0
53569.5 4 0 0 1 0 0
53569.6 1 2 2 0 0 0
53569.7 0 1 2 0 0 0
53569.8 0 0 1 3 0 0
53569.9 1 0 1 0 0 0
53570.0 0 0 0 0 0 0
53570.1 1 0 0 1 0 0
53570.2 1 0 2 2 0 0
53570.3 0 0 0 0 0 0
53570.4 0 0 1 0 0 0
53570.5 0 0 0 2 0 0
53570.6 2 1 0 2 0 0
53570.7 0 1 1 1 0 0
53570.8 0 3 0 1 0 0
53570.9 1 0 2 0 0 0
53571.0 1 0 0 0 0 0
53571.1 1 0 1 1 0 0
53571.2 0 0 0 1 0 0
53571.3 0 0 1 1 0 0
53571.4 0 0 1 0 0 0
53571.5 0 1 0 0 0 0
53571.6 1 0 0 1 0 0
53571.7 0 0 1 0 0 0
53571.8 0 1 2 0 0 0
53571.9 0 1 0 1 0 0
53572.0 0 1 0 0 0 0
53572.1 0 0 2 0 0 0
53572.2 0 2 0 2 0 0
53572.3 0 1 0 0 0 0
53572.4 0 0 0 0 0 0
53572.5 0 1 0 1 0 0
53572.6 0 1 2 0 0 0
53572.7 1 1 0 1 0 0
53572.8 0 0 0 2 0 0
53572.9 1 1 0 1 0 0
53573.0 0 0 2 1 0 0
53573.1 1 3 1 1 0 0
53573.2 0 1 0 1 0 0
53573.3 1 0 0 2 0 0
53573.4 2 1 2 2 0 0
53573.5 2 1 0 0 0 0
53573.6 0 0 2 1 0 0
53573.7 0 0 0 0 0 0
53573.8 1 1 1 1 0 0
53573.9 0 1 1 1 0 0
53574.0 1 1 0 1 0 0
53574.1 1 2 1 1 0 0
53574.2 0 0 0 1 0 0
53574.3 2 1 0 0 0 0
53574.4 1 0 0 2 0 0
53574.5 0 1 0 1 0 0
53574.6 0 0 1 0 0 0
53574.7 2 0 2 1 0 0
53574.8 1 0 1 1 0 0
53574.9 0 1 1 0 0 0
53575.0 0 2 1 0 0 0
53575.1 0 1 2 0 0 0
53575.2 2 1 1 0 0 0
53575.3 1 1 2 1 0 0
53575.4 1 0 1 0 0 0
53575.5 0 0 1 0 0 0
53575.6 0 0 1 1 0 0
53575.7 0 0 1 3 0 0
53575.8 0 2 3 0 0 0
53575.9 0 1 0 1 0 0
53576.0 0 1 0 0 0 0
53576.1 1 2 1 0 0 0
53576.2 1 2 2 2 0 0
53576.3 1 5 1 3 0 0
53576.4 1 1 2 1 0 0
53576.5 1 0 0 1 0 0
53576.6 1 0 0 1 0 0
53576.7 0 1 0 0 0 0
53576.8 0 0 2 0 0 0
53576.9 1 0 0 1 0 0
53577.0 0 0 0 0 0 0
53577.1 0 0 0 1 0 0
53577.2 0 3 2 0 0 0
53577.3 1 0 0 0 0 0
53577.4 0 0 1 1 0 0
53577.5 1 0 0 0 0 0
53577.6 2 1 0 2 0 0
53577.7 2 1 0 1 0 0
53577.8 1 1 2 0 0 0
53577.9 0 1 0 1 0 0
53578.0 1 1 2 2 0 0
53578.1 0 2 3 3 0 0
53578.2 0 1 1 1 0 0
53578.3 1 3 1 1 0 0
53578.4 0 0 1 1 0 0
53578.5 0 0 0 0 0 0
53578.6 0 3 0 0 0 0
53578.7 1 1 0 0 0 0
53578.8 1 1 0 0 0 0
53578.9 0 0 1 1 0 0
53579.0 1 0 0 0 0 0
53579.1 1 0 2 1 0 0
53579.2 1 0 2 2 0 0
53579.3 1 0 0 0 0 0
53579.4 1 3 1 2 0 0
53579.5 0 1 2 1 0 0
53579.6 1 0 2 2 0 0
53579.7 0 0 0 0 0 0
53579.8 0 0 3 2 0 0
53579.9 0 0 0 1 0 0
53580.0 1 1 2 1 0 0
53580.1 0 0 1 0 0 0
53580.2 1 0 1 0 0 0
53580.3 0 1 0 2 0 0
53580.4 0 0 1 4 0 0
53580.5 1 2 1 1 0 0
53580.6 0 0 0 0 0 0
53580.7 3 0 1 1 0 0
53580.8 1 1 0 1 0 0
53580.9 0 0 2 1 0 0
53581.0 0 1 1 1 0 0
53581.1 0 1 1 1 0 0
53581.2 0 1 0 2 0 0
53581.3 0 0 1 0 0 0
53581.4 4 0 1 1 0 0
53581.5 0 0 0 1 0 0
53581.6 1 2 1 1 0 0
53581.7 1 3 1 0 0 0
53581.8 1 0 0 1 0 0
53581.9 3 1 0 0 0 0
53582.0 0 0 1 1 0 0
53582.1 1 0 1 0 0 0
53582.2 0 0 1 2 0 0
53582.3 0 0 1 2 0 0
53582.4 0 0 0 1 0 0
53582.5 1 0 1 0 0 0
53582.6 1 0 0 1 0 0
53582.7 1 0 1 1 0 0
53582.8 1 0 2 2 0 0
53582.9 0 0 1 1 0 0
53583.0 0 0 0 0 0 0
53583.1 0 0 0 1 0 0
53583.2 0 2 1 0 0 0
53583.3 1 1 0 2 0 0
53583.4 0 1 1 1 0 0
53583.5 1 0 1 2 0 0
53583.6 2 0 1 1 0 0
53583.7 0 3 0 2 0 0
53583.8 0 0 0 0 0 0
53583.9 0 2 0 1 0 0
53584.0 0 1 1 1 0 0
53584.1 2 1 0 0 0 0
53584.2 1 1 2 0 0 0
53584.3 0 0 1 0 0 0
53584.4 0 0 2 0 0 0
53584.5 1 1 0 1 0 0
53584.6 0 0 1 0 0 0
53584.7 0 1 0 0 0 0
53584.8 1 1 0 0 0 0
53584.9 0 0 0 1 0 0
53585.0 0 1 1 3 0 0
53585.1 1 0 1 0 0 0
53585.2 1 1 1 2 0 0
53585.3 1 0 1 1 0 0
53585.4 0 0 0 1 0 0
53585.5 0 1 1 1 0 0
53585.6 0 0 3 2 0 0
53585.7 1 1 1 1 0 0
53585.8 1 0 0 0 0 0
53585.9 2 0 0 1 0 0
53586.0 0 1 0 0 0 0
53586.1 0 0 0 1 0 0
53586.2 1 0 0 1 0 0
53586.3 1 2 0 2 0 0
53586.4 0 0 0 1 0 0
53586.5 1 1 0 3 0 0
53586.6 1 0 0 0 0 0
53586.7 1 1 1 3 0 0
53586.8 0 2 0 0 0 0
53586.9 0 0 0 0 0 0
53587.0 1 0 1 2 0 0
53587.1 0 0 1 0 0 0
53587.2 2 0 0 1 0 0
53587.3 1 1 0 0 0 0
53587.4 1 0 0 1 0 0
53587.5 0 1 0 0 0 0
53587.6 3 1 2 0 0 0
53587.7 1 0 1 1 0 0
53587.8 3 0 1 1 0 0
53587.9 0 0 1 0 0 0
53588.0 1 0 1 1 0 0
53588.1 1 0 1 1 0 0
53588.2 0 1 1 0 0 0
53588.3 0 2 0 0 0 0
53588.4 1 0 0 1 0 0
53588.5 1 1 2 0 0 0
53588.6 1 1 0 3 0 0
53588.7 0 0 2 0 0 0
53588.8 1 0 0 0 0 0
53588.9 2 1 0 2 0 0
53589.0 0 1 1 0 0 0
53589.1 0 0 1 0 0 0
53589.2 1 0 0 1 0 0
53589.3 0 0 0 0 0 0
53589.4 0 2 0 0 0 0
53589.5 0 2 0 0 0 0
53589.6 1 0 0 1 0 0
53589.7 1 1 0 1 0 0
53589.8 0 1 0 0 0 0
53589.9 1 0 1 0 0 0
53590.0 1 0 0 0 0 0
53590.1 1 0 0 1 0 0
53590.2 1 1 0 0 0 0
53590.3 2 3 1 2 0 0
53590.4 1 1 0 1 0 0
53590.5 0 0 0 2 0 0
53590.6 0 0 1 0 0 0
53590.7 0 0 1 0 0 0
53590.8 1 1 0 0 0 0
53590.9 0 0 0 1 0 0
53591.0 0 1 0 1 0 0
53591.1 2 1 1 1 0 0
53591.2 0 1 0 3 0 0
53591.3 0 0 0 1 0 0
53591.4 1 1 0 1 0 0
53591.5 0 2 0 0 0 0
53591.6 1 1 1 1 0 0
53591.7 0 1 1 0 0 0
53591.8 0 0 1 2 0 0
53591.9 0 1 0 0 0 0
53592.0 1 1 0 0 0 0
53592.1 0 0 0 0 0 0
53592.2 0 0 0 0 0 0
53592.3 0 0 0 0 0 0
53592.4 2 1 4 2 0 0
53592.5 0 1 1 1 0 0
53592.6 0 1 1 0 0 0
53592.7 1 0 0 0 0 0
53592.8 0 0 0 0 0 0
53592.9 0 2 0 0 0 0
53593.0 0 0 1 0 0 0
53593.1 0 0 0 0 0 0
53593.2 0 2 0 1 0 0
53593.3 0 0 0 2 0 0
53593.4 2 1 0 1 0 0
53593.5 0 0 0 3 0 0
53593.6 1 2 0 1 0 0
53593.7 0 0 0 0 0 0
53593.8 1 0 0 0 0 0
53593.9 0 0 0 1 0 0
53594.0 0 1 0 0 0 0
53594.1 0 1 0 1 0 0
53594.2 0 2 1 0 0 0
53594.3 0 2 1 1 0 0
53594.4 1 2 0 3 0 0
53594.5 0 0 0 1 0 0
53594.6 0 3 1 1 0 0
53594.7 0 0 3 0 0 0
53594.8 0 1 0 0 0 0
53594.9 2 0 2 1 0 0
53595.0 0 1 1 1 0 0
53595.1 0 1 1 0 0 0
53595.2 2 0 0 1 0 0
53595.3 0 0 0 0 0 0
53595.4 0 0 1 2 0 0
53595.5 1 2 2 1 0 0
53595.6 0 0 3 0 0 0
53595.7 1 1 1 0 0 0
53595.8 0 0 0 1 0 0
53595.9 1 1 1 1 0 0
53596.0 1 1 0 0 0 0
53596.1 3 2 0 2 0 0
53596.2 0 2 1 0 0 0
53596.3 0 0 0 0 0 0
53596.4 0 0 0 1 0 0
53596.5 2 0 0 0 0 0
53596.6 0 2 2 1 0 0
53596.7 0 1 1 0 0 0
53596.8 2 1 1 0 0 0
53596.9 0 0 1 1 0 0
53597.0 1 0 0 2 0 0
53597.1 2 3 0 0 0 0
53597.2 2 1 1 1 0 0
53597.3 2 0 1 1 0 0
53597.4 3 0 0 0 0 0
53597.5 0 1 0 1 0 0
53597.6 1 0 1 0 0 0
53597.7 2 1 1 0 0 0
53597.8 1 0 0 0 0 0
53597.9 0 2 1 2 0 0
53598.0 0 0 0 0 0 0
53598.1 0 1 2 0 0 0
53598.2 1 1 0 1 0 0
53598.3 0 0 1 0 0 0
53598.4 0 0 1 1 0 0
53598.5 0 1 1 1 0 0
53598.6 0 1 0 0 0 0
53598.7 1 0 0 0 0 0
53598.8 2 0 0 0 0 0
53598.9 3 1 1 0 0 0
53599.0 0 0 1 0 0 0
53599.1 0 3 1 0 0 0
53599.2 1 1 1 0 0 0
53599.3 2 2 0 1 0 0
53599.4 0 1 1 0 0 0
53599.5 0 0 1 0 0 0
53599.6 0 1 1 3 0 0
53599.7 2 0 2 2 0 0
53599.8 1 0 1 2 0 0
53599.9 2 1 0 0 0 0
53600.0 0 0 1 2 0 0
53600.1 1 0 2 2 0 0
53600.2 0 0 3 1 0 0
53600.3 1 1 0 1 0 0
53600.4 1 1 0 1 0 0
53600.5 0 2 1 1 0 0
53600.6 0 0 1 1 0 0
53600.7 1 1 0 1 0 0
53600.8 0 0 1 0 0 0
53600.9 0 0 1 0 0 0
53601.0 0 0 1 2 0 0
53601.1 0 0 2 1 0 0
53601.2 0 2 0 0 0 0
53601.3 1 1 0 1 0 0
53601.4 2 0 1 1 0 0
53601.5 1 0 1 1 0 0
53601.6 2 0 1 0 0 0
53601.7 1 0 0 1 0 0
53601.8 0 0 1 0 0 0
53601.9 1 2 1 1 0 0
53602.0 3 1 0 0 0 0
53602.1 0 0 0 0 0 0
53602.2 0 1 1 1 0 0
53602.3 0 1 0 0 0 0
53602.4 0 1 0 1 0 0
53602.5 1 0 0 0 0 0
53602.6 0 2 0 2 0 0
53602.7 2 1 0 0 0 0
53602.8 0 1 0 0 0 0
53602.9 0 3 0 1 0 0
53603.0 1 2 1 0 0 0
53603.1 0 0 0 1 0 0
53603.2 0 0 0 1 0 0
53603.3 1 2 0 0 0 0
53603.4 2 1 1 1 0 0
53603.5 0 0 1 1 0 0
53603.6 1 0 1 0 0 0
53603.7 1 0 0 0 0 0
53603.8 0 0 0 1 0 0
53603.9 2 1 1 1 0 0
53604.0 0 0 1 2 0 0
53604.1 2 0 1 1 0 0
53604.2 0 0 0 0 0 0
53604.3 1 1 0 2 0 0
53604.4 2 1 0 0 0 0
53604.5 0 1 0 0 0 0
53604.6 0 0 0 2 0 0
53604.7 2 0 0 0 0 0
53604.8 1 1 0 1 0 0
53604.9 1 2 2 0 0 0
53605.0 1 0 0 0 0 0
53605.1 0 1 2 0 0 0
53605.2 0 0 0 0 0 0
53605.3 0 1 2 0 0 0
53605.4 1 1 1 0 0 0
53605.5 1 1 0 0 0 0
53605.6 1 0 2 0 0 0
53605.7 1 1 1 1 0 0
53605.8 2 1 2 0 0 0
53605.9 2 1 1 2 0 0
53606.0 1 0 0 0 0 0
53606.1 1 0 2 0 0 0
53606.2 5 0 0 0 0 0
53606.3 0 0 1 1 0 0
53606.4 1 1 0 1 0 0
53606.5 1 1 0 0 0 0
53606.6 1 4 1 1 0 0
53606.7 0 1 1 1 0 0
53606.8 0 0 1 1 0 0
53606.9 1 0 0 1 0 0
53607.0 0 0 0 0 0 0
53607.1 1 0 0 0 0 0
53607.2 0 0 0 1 0 0
53607.3 1 0 3 1 0 0
53607.4 1 2 0 0 0 0
53607.5 0 0 2 1 0 0
53607.6 1 2 0 0 0 0
53607.7 0 0 1 0 0 0
53607.8 1 1 0 2 0 0
53607.9 1 1 0 0 0 0
53608.0 2 1 2 1 0 0
53608.1 1 1 1 0 0 0
53608.2 1 0 2 1 0 0
53608.3 0 0 0 1 0 0
53608.4 1 2 3 0 0 0
53608.5 0 0 0 1 0 0
53608.6 1 0 1 0 0 0
53608.7 0 0 0 0 0 0
53608.8 1 0 1 0 0 0
53608.9 0 0 0 0 0 0
53609.0 2 0 1 1 0 0
53609.1 0 1 2 2 0 0
53609.2 0 0 1 0 0 0
53609.3 1 0 0 3 0 0
53609.4 0 0 1 0 0 0
53609.5 0 1 0 2 0 0
53609.6 0 0 0 1 0 0
53609.7 2 0 2 1 0 0
53609.8 0 0 1 2 0 0
53609.9 1 2 0 1 0 0
53610.0 0 0 1 0 0 0
53610.1 1 2 1 1 0 0
53610.2 1 1 1 1 0 0
53610.3 1 0 1 2 0 0
53610.4 1 0 1 0 0 0
53610.5 2 1 1 0 0 0
53610.6 1 2 1 0 0 0
53610.7 0 2 0 1 0 0
53610.8 0 0 1 0 0 0
53610.9 1 0 0 1 0 0
53611.0 0 1 0 1 0 0
53611.1 2 0 1 0 0 0
53611.2 0 1 0 0 0 0
53611.3 1 1 0 0 0 0
53611.4 1 1 0 2 0 0
53611.5 0 1 0 0 0 0
53611.6 1 0 1 0 0 0
53611.7 1 1 2 0 0 0
53611.8 1 0 0 0 0 0
53611.9 0 0 0 0 0 0
53612.0 1 1 2 0 0 0
53612.1 1 0 1 1 0 0
53612.2 1 0 1 1 0 0
53612.3 1 1 1 0 0 0
53612.4 1 0 0 2 0 0
53612.5 0 0 0 0 0 0
53612.6 3 1 1 1 0 0
53612.7 1 1 1 0 0 0
53612.8 2 0 0 0 0 0
53612.9 0 0 1 0 0 0
53613.0 2 2 0 1 0 0
53613.1 0 0 0 0 0 0
53613.2 0 0 1 0 0 0
53613.3 0 1 0 0 0 0
53613.4 1 0 0 1 0 0
53613.5 0 0 2 2 0 0
53613.6 0 0 2 1 0 0
53613.7 0 1 0 0 0 0
53613.8 0 1 1 0 0 0
53613.9 0 0 0 1 0 0
53614.0 2 0 1 1 0 0
53614.1 2 0 1 0 0 0
53614.2 0 0 1 1 0 0
53614.3 1 2 0 0 0 0
53614.4 0 0 2 2 0 0
53614.5 2 2 0 1 0 0
53614.6 2 1 0 2 0 0
53614.7 0 0 2 1 0 0
53614.8 1 0 0 1 0 0
53614.9 2 3 1 3 0 0
53615.0 3 1 3 2 0 0
53615.1 0 1 0 0 0 0
53615.2 0 1 0 0 0 0
53615.3 0 1 0 1 0 0
53615.4 1 2 2 2 0 0
53615.5 0 0 0 0 0 0
53615.6 0 0 0 2 0 0
53615.7 0 1 1 2 0 0
53615.8 1 0 1 1 0 0
53615.9 1 2 1 0 0 0
53616.0 0 0 1 1 0 0
53616.1 0 1 2 1 0 0
53616.2 2 0 1 0 0 0
53616.3 0 1 0 0 0 0
53616.4 0 1 2 1 0 0
53616.5 1 0 0 2 0 0
53616.6 0 0 0 0 0 0
53616.7 1 0 1 1 0 0
53616.8 2 2 4 0 0 0
53616.9 0 0 0 0 0 0
53617.0 0 0 0 0 0 0
53617.1 0 0 0 1 0 0
53617.2 0 0 2 0 0 0
53617.3 1 0 1 3 0 0
53617.4 1 1 1 1 0 0
53617.5 1 0 1 1 0 0
53617.6 1 1 0 0 0 0
53617.7 0 0 0 0 0 0
53617.8 0 0 1 1 0 0
53617.9 2 1 0 0 0 0
53618.0 3 1 0 0 0 0
53618.1 1 0 1 0 0 0
53618.2 0 1 0 0 0 0
53618.3 1 0 0 1 0 0
53618.4 0 0 3 0 0 0
53618.5 3 0 0 0 0 0
53618.6 1 1 0 0 0 0
53618.7 0 2 0 0 0 0
53618.8 0 1 0 0 0 0
53618.9 1 1 0 0 0 0
53619.0 1 0 0 1 0 0
53619.1 1 2 1 2 0 0
53619.2 0 0 0 1 0 0
53619.3 0 1 1 0 0 0
53619.4 0 0 1 1 0 0
53619.5 2 3 0 3 0 0
53619.6 1 2 1 2 0 0
53619.7 0 0 0 1 0 0
53619.8 0 0 0 1 0 0
53619.9 1 0 0 0 0 0
53620.0 1 1 2 1 0 0
53620.1 1 1 1 0 0 0
53620.2 0 0 0 1 0 0
53620.3 1 1 0 2 0 0
53620.4 0 1 0 0 0 0
53620.5 1 0 2 0 0 0
53620.6 1 0 0 2 0 0
53620.7 0 0 2 1 0 0
53620.8 0 0 2 0 0 0
53620.9 1 1 2 2 0 0
53621.0 0 0 0 1 0 0
53621.1 0 1 0 0 0 0
53621.2 0 1 1 3 0 0
53621.3 1 0 0 1 0 0
53621.4 0 0 1 2 0 0
53621.5 2 1 0 1 0 0
53621.6 0 0 1 0 0 0
53621.7 0 1 0 0 0 0
53621.8 1 1 0 1 0 0
53621.9 0 0 1 1 0 0
53622.0 1 0 0 1 0 0
53622.1 1 1 0 0 0 0
53622.2 0 2 1 0 0 0
53622.3 3 1 0 3 0 0
53622.4 0 3 0 0 0 0
53622.5 0 0 0 0 0 0
53622.6 3 0 1 3 0 0
53622.7 1 0 2 0 0 0
53622.8 0 0 0 0 0 0
53622.9 1 0 0 0 0 0
53623.0 0 0 0 1 0 0
53623.1 0 3 0 0 0 0
53623.2 0 0 0 0 0 0
53623.3 0 0 1 1 0 0
53623.4 0 1 0 2 0 0
53623.5 0 1 0 0 0 0
53623.6 0 1 1 1 0 0
53623.7 0 0 0 0 0 0
53623.8 0 2 0 0 0 0
53623.9 0 3 1 1 0 0
53624.0 1 1 0 3 0 0
53624.1 0 1 1 0 0 0
53624.2 0 1 1 2 0 0
53624.3 0 1 0 1 0 0
53624.4 1 4 0 1 0 0
53624.5 0 2 2 1 0 0
53624.6 1 1 0 0 0 0
53624.7 0 1 1 0 0 0
53624.8 1 2 2 0 0 0
53624.9 2 0 0 2 0 0
53625.0 0 0 2 2 0 0
53625.1 1 1 0 0 0 0
53625.2 1 0 0 0 0 0
53625.3 0 0 0 2 0 0
53625.4 1 2 1 1 0 0
53625.5 0 0 0 0 0 0
53625.6 1 1 0 1 0 0
53625.7 0 1 1 2 0 0
53625.8 1 1 1 2 0 0
53625.9 0 0 0 1 0 0
53626.0 0 1 0 1 0 0
53626.1 0 0 1 3 0 0
53626.2 1 1 0 2 0 0
53626.3 2 1 0 1 0 0
53626.4 0 2 0 3 0 0
53626.5 0 0 0 0 0 0
53626.6 1 1 1 0 0 0
53626.7 1 2 0 1 0 0
53626.8 0 0 0 1 0 0
53626.9 1 0 2 1 0 0
53627.0 2 0 2 2 0 0
53627.1 1 1 1 1 0 0
53627.2 0 0 1 0 0 0
53627.3 0 2 2 2 0 0
53627.4 1 0 3 1 0 0
53627.5 0 0 0 1 0 0
53627.6 1 1 0 2 0 0
53627.7 0 0 0 1 0 0
53627.8 0 1 0 1 0 0
53627.9 0 0 1 2 0 0
53628.0 0 1 0 1 0 0
53628.1 1 1 1 1 0 0
53628.2 4 1 0 0 0 0
53628.3 0 2 1 1 0 0
53628.4 0 1 1 0 0 0
53628.5 0 1 0 1 0 0
53628.6 0 0 0 0 0 0
53628.7 1 1 3 1 0 0
53628.8 0 0 2 2 0 0
53628.9 1 1 0 0 0 0
53629.0 2 1 0 1 0 0
53629.1 0 0 2 1 0 0
53629.2 1 1 0 0 0 0
53629.3 1 1 0 0 0 0
53629.4 1 0 0 0 0 0
53629.5 1 0 0 1 0 0
53629.6 0 2 0 1 0 0
53629.7 0 2 1 0 0 0
53629.8 0 0 0 0 0 0
53629.9 0 0 1 0 0 0
53630.0 1 1 0 1 0 0
53630.1 0 1 0 2 0 0
53630.2 0 0 0 0 0 0
53630.3 0 0 0 1 0 0
53630.4 0 0 0 0 0 0
53630.5 0 0 2 0 0 0
53630.6 1 0 0 0 0 0
53630.7 0 2 0 0 0 0
53630.8 0 0 1 0 0 0
53630.9 1 0 1 0 0 0
53631.0 0 2 0 3 0 0
53631.1 1 1 1 3 0 0
53631.2 1 1 0 2 0 0
53631.3 0 1 0 1 0 0
53631.4 1 1 0 0 0 0
53631.5 0 1 0 1 0 0
53631.6 0 0 0 0 0 0
53631.7 1 2 3 1 0 0
53631.8 1 0 1 1 0 0
53631.9 1 0 0 0 0 0
53632.0 2 1 1 0 0 0
53632.1 0 0 2 0 0 0
53632.2 0 1 1 2 0 0
53632.3 2 0 0 3 0 0
53632.4 0 0 1 0 0 0
53632.5 1 1 1 2 0 0
53632.6 2 0 0 2 0 0
53632.7 0 3 0 0 0 0
53632.8 0 0 0 0 0 0
53632.9 0 1 0 1 0 0
53633.0 1 0 1 1 0 0
53633.1 0 0 2 0 0 0
53633.2 2 0 0 1 0 0
53633.3 2 0 2 1 0 0
53633.4 2 0 0 0 0 0
53633.5 2 2 1 0 0 0
53633.6 1 0 1 0 0 0
53633.7 0 2 1 0 0 0
53633.8 0 2 0 0 0 0
53633.9 0 1 0 0 0 0
53634.0 1 0 2 0 0 0
53634.1 0 1 1 0 0 0
53634.2 0 0 1 0 0 0
53634.3 0 1 1 0 0 0
53634.4 1 1 0 0 0 0
53634.5 0 0 0 0 0 0
53634.6 0 0 1 0 0 0
53634.7 0 1 2 1 0 0
53634.8 1 1 0 0 0 0
53634.9 2 1 3 3 0 0
53635.0 0 0 1 0 0 0
53635.1 0 2 0 1 0 0
53635.2 0 0 2 0 0 0
53635.3 2 1 3 2 0 0
53635.4 0 0 0 0 0 0
53635.5 1 0 2 1 0 0
53635.6 1 0 3 0 0 0
53635.7 0 0 0 0 0 0
53635.8 1 1 0 0 0 0
53635.9 0 0 0 0 0 0
53636.0 1 1 0 0 0 0
53636.1 2 1 1 0 0 0
53636.2 0 0 0 0 0 0
53636.3 1 0 1 1 0 0
53636.4 1 0 0 0 0 0
53636.5 0 1 0 1 0 0
53636.6 1 0 1 0 0 0
53636.7 0 0 1 0 0 0
53636.8 0 1 0 0 0 0
53636.9 0 1 0 0 0 0
53637.0 2 0 0 0 0 0
53637.1 2 1 0 0 0 0
53637.2 1 1 0 2 0 0
53637.3 0 1 2 1 0 0
53637.4 0 0 2 1 0 0
53637.5 0 1 0 0 0 0
53637.6 3 1 1 2 0 0
53637.7 0 1 0 3 0 0
53637.8 1 1 2 0 0 0
53637.9 0 3 2 0 0 0
53638.0 1 0 1 1 0 0
53638.1 2 0 1 0 0 0
53638.2 1 0 0 0 0 0
53638.3 0 1 0 0 0 0
53638.4 0 0 1 1 0 0
53638.5 1 1 1 0 0 0
53638.6 3 0 0 0 0 0
53638.7 1 0 2 0 0 0
53638.8 1 1 1 1 0 0
53638.9 4 1 2 0 0 0
53639.0 0 0 0 0 0 0
53639.1 0 2 0 0 0 0
53639.2 0 2 0 1 0 0
53639.3 0 1 1 1 0 0
53639.4 0 1 2 2 0 0
53639.5 0 0 2 0 0 0
53639.6 1 0 0 0 0 0
53639.7 0 1 0 0 0 0
53639.8 1 2 1 1 0 0
53639.9 1 2 1 2 0 0
53640.0 2 0 1 2 0 0
53640.1 1 0 0 0 0 0
53640.2 0 0 0 0 0 0
53640.3 0 0 0 0 0 0
53640.4 0 0 2 2 0 0
53640.5 1 1 0 3 0 0
53640.6 1 0 1 1 0 0
53640.7 0 1 0 0 0 0
53640.8 0 0 0 1 0 0
53640.9 0 0 0 0 0 0
53641.0 0 1 0 0 0 0
53641.1 0 1 1 1 0 0
53641.2 1 0 0 2 0 0
53641.3 3 0 0 0 0 0
53641.4 3 0 1 1 0 0
53641.5 0 1 0 0 0 0
53641.6 1 0 0 0 0 0
53641.7 2 0 0 0 0 0
53641.8 1 0 0 0 0 0
53641.9 1 2 1 0 0 0
53642.0 1 0 1 0 0 0
53642.1 1 1 2 0 0 0
53642.2 1 0 0 1 0 0
53642.3 0 0 1 0 0 0
53642.4 1 1 0 0 0 0
53642.5 0 0 1 0 0 0
53642.6 0 0 0 2 0 0
53642.7 2 0 1 3 0 0
53642.8 1 0 2 0 0 0
53642.9 0 1 0 2 0 0
53643.0 0 0 1 1 0 0
53643.1 0 1 1 0 0 0
53643.2 0 0 0 0 0 0
53643.3 0 0 0 3 0 0
53643.4 0 0 1 0 0 0
53643.5 0 1 2 1 0 0
53643.6 0 0 2 1 0 0
53643.7 0 0 1 1 0 0
53643.8 0 0 0 0 0 0
53643.9 0 1 0 0 0 0
53644.0 0 1 1 0 0 0
53644.1 0 0 3 2 0 0
53644.2 1 0 2 0 0 0
53644.3 0 0 2 0 0 0
53644.4 2 0 0 0 0 0
53644.5 0 1 0 1 0 0
53644.6 0 1 0 1 0 0
53644.7 0 1 0 0 0 0
53644.8 0 0 0 1 0 0
53644.9 0 1 2 1 0 0
53645.0 0 2 1 1 0 0
53645.1 1 2 0 0 0 0
53645.2 0 0 2 2 0 0
53645.3 2 1 0 0 0 0
53645.4 0 0 0 1 0 0
53645.5 0 1 0 1 0 0
53645.6 0 0 1 0 0 0
53645.7 2 0 0 0 0 0
53645.8 0 0 1 0 0 0
53645.9 1 0 1 1 0 0
53646.0 0 1 0 0 0 0
53646.1 0 2 1 2 0 0
53646.2 0 1 0 0 0 0
53646.3 0 0 0 0 0 0
53646.4 0 0 3 1 0 0
53646.5 0 1 0 1 0 0
53646.6 0 1 0 2 0 0
53646.7 0 0 0 2 0 0
53646.8 0 1 1 1 0 0
53646.9 0 0 0 0 0 0
53647.0 1 1 2 0 0 0
53647.1 0 1 1 0 0 0
53647.2 1 0 0 1 0 0
53647.3 0 2 1 0 0 0
53647.4 1 1 1 0 0 0
53647.5 0 0 2 1 0 0
53647.6 1 0 1 1 0 0
53647.7 0 1 1 1 0 0
53647.8 1 0 1 2 0 0
53647.9 0 0 0 1 0 0
53648.0 0 0 0 0 0 0
53648.1 0 1 1 1 0 0
53648.2 0 1 0 0 0 0
53648.3 0 0 1 0 0 0
53648.4 0 1 0 2 0 0
53648.5 0 1 0 0 0 0
53648.6 0 3 3 2 0 0
53648.7 2 2 0 1 0 0
53648.8 1 0 1 0 0 0
53648.9 1 0 0 1 0 0
53649.0 1 2 0 0 0 0
53649.1 0 1 1 1 0 0
53649.2 2 0 0 1 0 0
53649.3 1 0 0 0 0 0
53649.4 1 1 3 0 0 0
53649.5 1 2 0 1 0 0
53649.6 0 1 1 0 0 0
53649.7 0 1 0 0 0 0
53649.8 0 0 0 0 0 0
53649.9 1 0 0 0 0 0
53650.0 1 1 3 1 0 0
53650.1 0 0 0 1 0 0
